username,products,date,helpfulness,recommendation,hours_played,body
"SlamifiedBuddafied","196 products in account","Posted: March 8","2 of 2 people (100%) found this review helpful","Recommended","15.4 hrs on record","Posted: March 8
												Update! Got Spore to work with Steam now. So ignore hours played here. I've well over 600+ hours with this game since it's release quite some time ago.

So Spore is a God game of sorts, which would be ironic considering it focuses mostly on evolution for what should be the meat of the game. Depending on how you play however, it can still be a good chunk. Starting off from a tiny organism in the primordial soup, you work your way up through the food chain by consuming matter and gaining points to evolve new parts to make you more dangerous, defensive or the alpha being in the micro world. Eventually you gain the ability to have the very basic instincts of a sentient creature, growing legs and walking onto land where you proceed to evolve as before in a much larger world. From there you eventually gain a higher thought process and begin displaying the ability to form a cohesive society capable of thinking. From there you move through what's something of a crude cross between an RTS and several janky game mechanics to befriend or defeat other tribes which appear in the world. Eventually moving on to be the dominant species and begin warring with other nations which spring up. You've several ways to dominate the planet, truth be told, the mechanics behind conquering the world are the same for any path really.

And then onto the true meat of the game. Space exploration, terraforming new worlds, meeting new space empires and either kill, conquer or buy worlds from them. And then, the steam for this game begins to die down and the fun train slows substantially. Sure, at first exploring the stars is fun, but after awhile it can begin to become more of a chore to hop around space, meeting certain goals and milestones to improve your ship and empire and defending against aggressive or downright hostile space beings. I will say though, it took a long time, but your ultimate goal is to reach the center of the galaxy. I won't say what you find of course, so the truly curious will have to find their way there or just look it up online like a panzy.

Now as for the different stages of evolving a creature, a bit more in depth.

Just to note, as you progress through the stages you can choose different paths such as herbivore and carnivore which then translate into other catagories later in the game such as industrious, warlord or peaceful. All of which give some special abilities in the tribal, civilization and space stages and also effect how your creatures evolve in what parts are available in evolution.

The first two stages, cell and creature, are fairly similar in mechanics in terms of gaining DNA to evolve. The cell stage is very simple, depending on your difficulty, but typically isn't hard to get through at all. Then the creature stage which uses the same mechanics of the cell stage, but on land and much more three dimensional. The game is a bit silly in how to befriend other creatures, using silly but amusing mechanics. Combat is essentially two animals clawing at each other until one or the other is dead. This is where you begin really planning your creatures evolution a bit more. You can shape it's torso, head and any other appendage to your liking, making everything from humanoid bipedal creatures or a giant ♥♥♥♥♥ hopping around. Whatever floats your boat or finds your lost remote, weirdo.

When it comes to interacting with the world, whether it's combat or communication, it functions quite a bit like an MMO actually. You click where you want to go or use the typical WSAD keys to move around. Hotkeys, 1234 and such will perform actions depending on what you're doing with small cooldown timers. When moving on after you've gotten enough DNA, the camera mechanics and interactions perform roughly the same for the Tribal stage. This is probably the shortest stage there is. You can easily and quickly defeat or befriend other tribes and chances are it'll take about thirty or forty minutes. Operates the same with hotkeys and movement, but more like a badly formed RTS where you can move units around to collect resources and the such.

Next is the Civilization stage which is pretty bland to tell the truth. You can design your own land, water and air vehicles in just about whatever fashion you see fit. In terms of conquering, they're all pretty much the same except for trade which allows you to peacefully buy other civilizations land, but to some extent works on the same mechanics. Then you get to the true meat of the game. SPACE. And at first it's pretty amazing with how massive of a galaxy you have to explore. You'll meet a handful of different species near you, explore different planets and stars that you've seen in the sky since you first crawled onto land.

Terraforming, now there's a thing. At first it's pretty neat, slowly shaping a world to sustain life, plopping plants and animals to create a stable ecosystem so you can build colonies to populate new worlds. Along with colonizing you can collect a substance found on many planets called Spice. In this time, the most precious substance in the universe is the spice. The spice extends life. The spice expands conciousness. The spice is vital to space travel. Actually, no it's just a valuable trading commodity of different colors and rarity. You can trade spices between different systems and eventually, in most cases, be able to buy the system and aquire new planets to claim as your own.

Now things start to sort of fall apart when it comes to advancing. For a bit all these things are a bit of fun and in short bursts, it can be. However after awhile the game becomes tedious and more of a task. The expansion for the game, Galactic Adventures, does add a fairly decent amount to do, but comes across as excessively cheesy and hokey, though I imagine the target audience was a bit younger than most of the people actually playing the game or somebody at Maxis and/or EA was smoking the dank and watching far to many kids shows on Saturday morning. But a fair amount, if not almost half of other missions aren't so bad and involve a combat system which reflects what you would have experience back in the creature stage. Just with lasers and such. It does make for a less tedious but slower method to obtain Sporebucks, though you eventually reach the point where expanding your civilization, which requires massive amounts of Sporebucks to upgrade your ship. Keep it up though and this grind isn't to bad, but then you're left with even less goals to pursue as you look forward to the tedious journey to the center of the galaxy.

Oh right, your ship. Almost forgot. So you get to design a space ship of any design at the beginning of the Space stage. It doesn't matter what parts you put on it, as your ships abilities, defences and other functions are unlocked in other ways. So the design is purely aesthetic. Controls are the WSAD setup with your cursor acting as a point of aiming. Combat is usually fairly simple and becomes somewhat routine after awhile. Once you upgrade your ship enough though, combat becomes hardly a challenge and becomes more of a management thing in simply making sure your ship stays fueled and powered up.

There's not much else to say here. I will note, I remember this game being hyped up beyond belief and being a great letdown to a lot of people. I didn't feel all that disapointed, but felt there was a much greater goal this game could have accomplished rather than slowly fizzling out in its gameplay late game. I'm sure some people find the tasks entertaining for a long time, but I've found it's better in short bursts in the late game, as just about everything else can be done in a matter of six to ten hours.

So is this game with the expansions worth $40(USD)? That's a shaky yes. But if you're not willing, wait for a sale. With that, I am about to hit the maximum amount of characters available to write a rev--"
"MIKE","71 products in account","Posted: October 31, 2015","8 of 9 people (89%) found this review helpful
4 people found this review funny","Recommended","119.9 hrs on record","Posted: October 31, 2015
												Spore...

A game of creation, evolution, destruction, and betrayal. In this game you start as a cell, and you slowly make your way to galactic domination. You'll meet, and kill many funny and cool looking creations. I really do enjoy what the game offers, and the things you can create, and destroy! Though when I play Spore, I often wonder how someone can manage to make a creature that is seriously cool. I just go with whatever works."
"toughchiken","30 products in account","Posted: October 24, 2014","2 of 2 people (100%) found this review helpful","Recommended","7.6 hrs on record","Posted: October 24, 2014
												Where do I begin for spore, the game is extremely addicting and entertaining. You start with nothing but a micro-organism and grow into an empire. I've sunk hours upon hours into this game creating fun and silly creature and conquering worthy (and unworthy) foes along my way. It's definantly worth the time you put into it and the money.

9/10"
"Cole MacGrath","21 products in account","Posted: July 31, 2014","8 of 9 people (89%) found this review helpful","Recommended","555.9 hrs on record","Posted: July 31, 2014
												Spore is a great game with a ton of unique features that make this game differnt from the others. After playing it again and again i can say that this is a game with much replay value allowing players to experiment with differnt combinations of creature types like becoming an omnivore or becoming a waring civilization or simply making it so your species can finnacially succeed. I can also say that all the different stages add something different to the emersion of gameplay whether your managing food in tribal or designing new vehicles in the civilazation stage.The space stage may seem repetitve and tedious but not only does the rest of the game make up for it but the creators added the Galactic Adventures DLC to make things more interesting. But, as an older games there is expected to be bugs to it graphically or bugs that affect gameplay. The only major one i've come across with my crappy computer was an occasinally crash that shuts the program out. A simple solution is to simply save the game constantly. Besides that there is hours of gameplay that is fun to pick up once and a while. I suggest this to anyone who just wants to play god and screw with life. Even though it says i have only played it for a small amount of time i've been playing it on a seperate file on the DLC for over a hundred hours so listen to some of my advice."
"jcaracc2003","1,042 products in account","Posted: November 18, 2014","5 of 8 people (63%) found this review helpful","Recommended","1.0 hrs on record","Posted: November 18, 2014
												I bought this game when it was released in 2006. While Will Wright's original vision of the game was curtailed by EA's desire to rush it out, Spore has a certain charm that I love. When it came to Steam, I decided I needed to buy it again. This and the expansions are really games for people who love to create and create you can! Ships, creatures, builidings, vehicles, planets, missions, and a whole gaxaly's worth of shher fun awaits. 

It's not a ""serious"" space sim. You have to go into Spore with a sense of humor. It pays a loving if rather quirky tribute to Star Trek and Star Wars and other franchises - there is a HEAVY Hitchhikers CGuide to the Galaxy vibe in Spore. Now, all of that said, the base game is good, but it really shines with the Creature Cereator and goes into warp speed with GalacticAdventures. The latter expansion features on planet missions. There are both Maxis created and user created missions and they range from cute to quite frantic, violent, fast paced affairs.

I realize that Spore received mixed reviews. But bear in mind that these reviews were partly informed by the fact that Will Wright was not given time to complete his vision for this game. 

This game is a guilty pleasure for me amid all the ""serious"" games I play.  Spore is more of a huge creative playground and it does it better than Minecraft at least for me."
"ZFG Cuber","25 products in account","Posted: June 24, 2016","17 of 22 people (77%) found this review helpful
1 person found this review funny","Recommended","33.8 hrs on record","Posted: June 24, 2016
												This game is so far great, the cell stage can be hard at first but when you get stronger/ bigger its even more fun! I really enjoy the fact that you can make your own species or even genus, this game looks amazing for a 2008 game and i cant wait to get the dlc :)"
"Gio the Galactic Dictator","135 products in account","Posted: June 24, 2014","2 of 2 people (100%) found this review helpful","Recommended","20.0 hrs on record","Posted: June 24, 2014
												This is the sort of game where having DLC conflicts with the base game, preventing some features. Perfect."
"J2K","33 products in account","Posted: December 14, 2014","2 of 2 people (100%) found this review helpful","Recommended","5.3 hrs on record","Posted: December 14, 2014
												Great Game!"
"Max 0warp","221 products in account","Posted: March 23, 2014","9 of 13 people (69%) found this review helpful","Not Recommended","9.6 hrs on record","Posted: March 23, 2014
												I dont know if anyone playtested this before release. I dont know if the game will get better if I persevere. I do know that the first two stages of the game are tedious, a boring chore of a game with a superficial cuteness and charm that wears off in minutes. 

""I would really like to play a game as a paramecium"" said nobody, ever - except for the developers of Spore apparently.

Edit, after playing for a further 6 hours I progressed a few levels. The game did not improve sufficiently to warrant putting up with the previous stages as an amoeba. I think If I kept playing I might develop some form of intellectual impairment. I doubt that this handicap would be severe enough for me to refer to myself using a term for a small group of soldiers."
"Poke","180 products in account","Posted: May 25, 2015","4 of 4 people (100%) found this review helpful","Recommended","5.5 hrs on record","Posted: May 25, 2015
												One of the best games I've ever played. It's like 5 game in one that are all interrelated. Extremely fresh and unique. Every stage feel massively different from another. Graphics are great. Sound and music is unique and catchy. Funny cut scenes added charm. Easily worth your time. Don't miss it."
"bartusiekdx","68 products in account","Posted: March 22","11 of 17 people (65%) found this review helpful
3 people found this review funny","Recommended","13.6 hrs on record","Posted: March 22
												Fun very well thought game"
"Solluxsational","11 products in account","Posted: December 27, 2016","17 of 17 people (100%) found this review helpful
2 people found this review funny","Recommended","34.6 hrs on record","Posted: December 27, 2016
												I like the game, something was really missing from my library until I got it. Some people only like the cell and creature stages, but I'de say that they are all good! (Other than me managing to make a creature that broke the tribal stage.) I appreciate all of the small details that they included. Sorry if this isn't the most useful review.... 4.9/5 Stars (Because no game is ABSOLUTELY perfect.)"
"jersebd04","16 products in account","Posted: February 24","97 of 109 people (89%) found this review helpful
9 people found this review funny","Recommended","17.7 hrs on record","Posted: February 24
												Overall Review- Challenging game that uses the creativity and mindset of the user to direct the game into a more personal format. Overall score- 7/10
Pros
- You can get very creative
- You can make the game more challenging 
- The game is customizable in the way that you can select you type of gameplay, for example a friendly and smart spieces, or a ferocious and aggresive one.
Cons
- The game runs kind of ugly if you dont have a good gaming computer
- May get repetitive for some people"
"[SN] Faded Seal","40 products in account","Posted: January 29, 2016","1 person found this review helpful","Recommended","23.6 hrs on record","Posted: January 29, 2016
												I would defiantly recommend this game to everyone!! I have played 23 hours and it is very addictive!! The first, second, thired, and forth stages are fun, but the final stage gets quite boring. I would still recommend this game to everyone who has ever played and enjoyed ANY game at all!!"
"zana-boy","10 products in account","Posted: 29 July, 2015","239 of 268 people (89%) found this review helpful
108 people found this review funny","Recommended","28.0 hrs on record","Posted: 29 July, 2015
												Bought the complete pack.

Started 3 worlds.

Herbivore

Carnivore

Omnivore

Herbivore: Easy! Because in the beginning theres food LITTERALLY EVERYWHERE. On land even more! And a whole tribe collects ''Apples'' Even more!

Carnivore: Sometimes tricky, because when you are low on food you HAVE to kill a animal, even on low health.
But in the tribe stage they all go after fish, and meat. WAAAY easier. And dont be scared in the civ stage. BECAUSE BLOOD AND GLORY!!!

Omnivore:Hardest, but also easiest. Food, EVERYWHERE. All the food is accepted. But in the civ stage, Its hard to start off. First of all, Get money to make allies, start a trading route, and then, BOOM Money flows in. Buy the city, But then, Other nations attack. I can place turrets, but against a team of 7 ''Tanks'' You cant win. So i thought, If i give that city to them, then i can make a trading route with them, and buy off their city's!. Worked! after buying 7 cities, they said: Want to work together? And then, Space.

I would love a medival or pirate age. Sounds cool.


11/10 Would play it as a omnivore again."
"Sacred Hotdog","111 products in account","Posted: November 26, 2016","8 of 13 people (62%) found this review helpful
7 people found this review funny","Recommended","30.9 hrs on record","Posted: November 26, 2016
												One of the best games you will ever play and holds replay value. Whether you want to make a human, a dragon or any other species that exisit or in myth 9/10 you won't be able to make it."
"Blinky The Ghost","35 products in account","Posted: October 30, 2014","4 of 6 people (67%) found this review helpful
4 people found this review funny","Recommended","26.0 hrs on record","Posted: October 30, 2014
												You can make a walrus. You can make a turtle. And you can make anything in between. 10/10"
"bartusiekdx","68 products in account","Posted: March 22","11 of 17 people (65%) found this review helpful
3 people found this review funny","Recommended","13.6 hrs on record","Posted: March 22
												Fun very well thought game"
"merri","250 products in account","Posted: March 18, 2014","899 of 1,282 people (70%) found this review helpful
11 people found this review funny","Recommended","15.3 hrs on record","Posted: March 18, 2014
												i bought this for £20 and it went on sale for £5 the next day jesus christ why"
"Lizard Wizard","317 products in account","Posted: July 26, 2016","9 of 12 people (75%) found this review helpful
8 people found this review funny","Recommended","0.6 hrs on record","Posted: July 26, 2016
												Cool idea, very well implimented, yet leaves you with a childish taste in your mouth. it's adorable art style makes this a great game to play when you have something else to do."
"Hazelbot | HaythamYouTwit |","62 products in account","Posted: July 5, 2016","2 of 2 people (100%) found this review helpful
6 people found this review funny","Recommended","124.2 hrs on record","Posted: July 5, 2016
												Created a carnivore species.
Got bored of that so started with a new species, made them omnivores and friendly.
Got killed by an 'epic' of my previous species.

11/10 would be killed by an Epic Broseph again."
"Patrick","106 products in account","Posted: December 21, 2013","64 of 105 people (61%) found this review helpful
4 people found this review funny","Not Recommended","1.7 hrs on record","Posted: December 21, 2013
												Had I read the warnings that you could no longer connect and find creatures other users have made on your own worlds I would never have bought it today. I have been fooled."
"GrimTalo","108 products in account","Posted: September 7, 2016","7 of 11 people (64%) found this review helpful","Recommended","52.6 hrs on record","Posted: September 7, 2016
												It's a classic, fun game. Everyone should have this in their library."
"June","272 products in account","Posted: May 31, 2015","24 of 30 people (80%) found this review helpful
5 people found this review funny","Recommended","16.6 hrs on record","Posted: May 31, 2015
												The game contains many different types of genres. That is why i like it very much. U begin with simple cell, and end with whole universe!!!!"
"♋ Karkat ♋","96 products in account","Posted: June 20, 2014","3 of 4 people (75%) found this review helpful","Recommended","55.1 hrs on record","Posted: June 20, 2014
												it's a great game giving the player createtivity and the fact it takes place in evlotion.


don't wright stuff thats bad about it hatone07, don't put stuff on there if it's not nice!"
"Durfio2","267 products in account","Posted: February 5","6 of 6 people (100%) found this review helpful","Recommended","49.2 hrs on record","Posted: February 5
												There is so much to love about this game. Even in its simplicity it just sucks you in and keeps you playing for hours. You really get invested in the creatures you create and early decisions have long lasting effects with such a wide variety that replayablity is endless. 

I have one major gripe with this game. There is no option for autosave. Now because of the size of the save files, it takes a few seconds to save, so I get why it was designed without autosave in mind but for the amount of complaining players have done since its release, this game should've been updated with an autosave feature as an option. The reason this bothers me so much, is because the game will occasionally crash. 

The way the game plays tends to make you forget to frequently save. Between designing your cells, later your creatures, tribes and buildings and playing with them in between, you click on a ""Save and Exit"" button when you finish your design but this saves your creature, not your game. And you are not able to load that creature again when you go back to an old save. I originally had this review as a do not recommend, but with some tweaking the crashes have been brought to a minimum and the amount of fun this game has to offer is just out of this world. 

Some players may be put off by the early stages and just want to put their creatures into the Space Stage of the game, but I feel that misses the point of Spore. While Spore offers you a ""Creature Creator"" that lets you design your creatures before you play with them, I prefer to create my creatures in the game using their history and experience to unlock DNA parts and giving them long lasting traits which result from your earliest decisions. You also get to share your creations and if logged on to the game, you will see the creatures of other players in your game as well. Overall I have to recommend this game."
"Seggzy","132 products in account","Posted: March 23","4 of 5 people (80%) found this review helpful","Recommended","6.2 hrs on record","Posted: March 23
												I've been playing spore since its release in '08... by far one of my favorite games ever. Its one of a kind. I really hope next year on its 10th aniversary they release Spore 2!"
"[NWA] Cyrus","55 products in account","Posted: March 23","2 of 2 people (100%) found this review helpful","Recommended","77.8 hrs on record","Posted: March 23
												There really should be a Spore 2 or something, this was beyond amazing. Some bugs can ge abit annoying and some useful features should be added, I know this game isn't being developed anymore but it's still fun. 10/10"
"DeWinged_Angel","10 products in account","Posted: December 16, 2014","3 of 3 people (100%) found this review helpful","Recommended","11.1 hrs on record","Posted: December 16, 2014
												very good game, i would recommed you play this if you like exploration and sandbox games!  The amount of things you can create are amazing! although it is a bit laggy at times and sometimes crashes for me:("
"riccardo.91dz","71 products in account","Posted: November 7, 2015","23 of 30 people (77%) found this review helpful
77 people found this review funny","Recommended","21.3 hrs on record","Posted: November 7, 2015
												Darwin: ""Oh dear little cell, you've developed six beautiful legs! How did you do that?""
DearLittleCell: ""Ooohh Mr.Darwin, with a bunch of vegetables and some cell-ribs, now and then you know.. and of course with the help of an unknown pal up there""
Darwin: ""Yeah, I suppose that's the explanation why two of them are attached to your head, isn't it? I'm sure it will fits well!""

That's Spore: the history of Evolution.. but better and, most of all, funnier!"
"jerry gourd","89 products in account","Posted: March 21, 2014","21 of 32 people (66%) found this review helpful
2 people found this review funny","Not Recommended","27.7 hrs on record","Posted: March 21, 2014
												If you're gonna get it, get it while it's 5 bucks. That is the price it is really worth, maybe 6. This game is a good stepping-stone for the evolution genre, and a few other indie games are following in it's path if you dig around on the internet. It's the first iteration of a still new genre. You can create a variety of your own creatures in the brilliant creature creator, and the main appeal of this is being able to see other people's creations in your world! Cool right?

Well EA has abandoned this game, so don't expect to see anything cool other than what the game developers put in there. Sometimes you can see your own creations, so that's cool.

Unfortunately, despite the variety of creatures, most of them behave the same way. You a few abilities, ranging from stealth to very limited flying. You can be a herbivore, omnivore, or carnivore.

The game has 5 stages that are all pretty different, but the game shines in Creature mode, the second stage. Where you control one creature in your species, and evolve it as it gets more sentient. Like I said before, most creatures behave the same way in Creature mode. They all hang around in their nests and hardly interact with eachother, and if they do they don't do it enough. I wanted to see creatures huntings other creatures, and bird-like creatures and bugs, but all I saw was one wandering into an aggressive territory and getting slaughtered. There is no variety of roles in the ecosystem of the game. It's just ""Five Boogleborfs hanging around a nest. Kill them or sing at them?"" And that's it.

 Sometimes you see ""Epics"" which are huge creatures, that are indeed epic. Every once in a while a world event happens, like a meteor shower or a UFO flies by. While cool, they don't mean anything.

They did a good job of making a world that looks real from far away. But get closer, and you see all sorts of flaws and places for massive improvement.

Buy it now while it's 5 bucks. Otherwise I don't recommend. Stick around, in a while ""THRIVE"" will come out. Look it up, it sounds good.

EDIT: It's good for kids though. I got this game when I was a little naive to the world of gaming, that's where most of my playtime come from."
"Eclipse","61 products in account","Posted: September 8, 2016","3 of 3 people (100%) found this review helpful
1 person found this review funny","Recommended","25.6 hrs on record","Posted: September 8, 2016
												Didn't really bother with the online stuff since it's an old game and the servers are probably down.  Having said that loaded up the game started from the begining and was actually impressed I've seen the gameplay for spore a few times never played it myself until now.  Only encountered a small bug where my campsite vanished had to walk out of the area and then back in to fix it.  I say wait for this to be on sale like I did unless you know you want to play spore from 8 pm til 2 am."
"Pastafari","296 products in account","Posted: September 9, 2016","2 of 2 people (100%) found this review helpful","Recommended","47.1 hrs on record","Posted: September 9, 2016
												This is how no mans sky should have tryed to be!!! This game is awesome!!!"
"Zasta","171 products in account","Posted: September 7, 2016","13 of 15 people (87%) found this review helpful
1 person found this review funny","Recommended","87.2 hrs on record","Posted: September 7, 2016
												♥♥♥♥ guys I don't know what to say.... I bought this game in like 2008 when I was 9 and plaed the HELL out of it!!! After not playing it for years I found out it was on Steam and bought it again just so I could look at it in my library. I don't know about No Mans Sky but Spore will always be the ultimate space simulator / crazy god game for me!!!! It really is an amazing game and I would recommend it to anyone!!"
"Galactic","71 products in account","Posted: September 8, 2016","4 of 4 people (100%) found this review helpful","Recommended","2.4 hrs on record","Posted: September 8, 2016
												I have bought this game about 3 times. Once when the game came out, another after moving houses and loosing the game, and finally, one last time after moving houses for the third time. However, the latest on was on Steam. I have countless hours on this game (I mostly play Creepy and Cute DLC; so it wont be showing much hours here). This game is amazing. It sparked my creativity when I was young and still finds a way to inspire me. This game is awesome."
"PokeTale","8 products in account","Posted: February 9, 2016","1 person found this review helpful","Recommended","62.3 hrs on record","Posted: February 9, 2016
												Love the game!  but space age gets a little boring But good game!! 20/10!"
"blowers116","247 products in account","Posted: December 15, 2015","32 of 42 people (76%) found this review helpful
170 people found this review funny","Recommended","29.5 hrs on record","Posted: December 15, 2015
												-made a little dude with 1 foot. 
-got picked on for having only a foot
-gave him 2 pairs of arms
-hopped around 
-killed off all the species that talked ♥♥♥♥
-hopped on their graves

9/10 would hop again"
"Lunaril","1,003 products in account","Posted: October 12, 2015","191 of 209 people (91%) found this review helpful
25 people found this review funny","Recommended","39.9 hrs on record","Posted: October 12, 2015
												Spore is a game I have played many times over the years. From the cell stage through to the space age, it keeps being fun. It is cute, appropriate for young children, can be challenging if played on harder difficulty settings, and offers you a literal galaxy's worth of content. I once spent over a year playing this game frequenly and barely put a dent in my expansion of the Universe. Making every planet mine, and every world a Tier 3 world was my dream, and the universe is so large, I don't think one person alone can do it, but it sure was fun to try. The addon content, Galactic Adventures as well as Creepy and Cute add more dimension and choice to the game, as well as some new content. One of the most exciting things about Spore is that you can create your own species at every stage, and shape them into whatever or whoever you want them to be."
"insomniac","171 products in account","Posted: April 27, 2016","6 of 7 people (86%) found this review helpful
4 people found this review funny","Recommended","16.8 hrs on record","Posted: April 27, 2016
												Best game ever made. 


Sadly EA is stammped on the cover :("
"DtaDeetstheKid","104 products in account","Posted: September 7, 2016","4 of 6 people (67%) found this review helpful","Recommended","40.0 hrs on record","Posted: September 7, 2016
												This is a good game, and is good for anyone that has a creative mind. It is fun though and I find a bunch replay value and could recommend to anyone."
"[RG] FaZe_$c0tl@nd","15 products in account","Posted: January 28","6 of 9 people (67%) found this review helpful
1 person found this review funny","Recommended","14.5 hrs on record","Posted: January 28
												I've brought this game around two times on this account and it keeps dissapearing, and it's starting to annoy me hugely. Otherwise great game with alot of freedom and allows the creative type to do what they wish."
"Kittani","224 products in account","Posted: September 7, 2016","58 of 110 people (53%) found this review helpful
9 people found this review funny","Not Recommended","1.7 hrs on record","Posted: September 7, 2016
												Completely unfinished and abandoned by EA with draconian DRM that will leave you having to re-purchace.  Good in concept and fun, but so horribly executed and maintained that Steam should ban EA from releasing titles on here."
"Poke","180 products in account","Posted: May 25, 2015","4 of 4 people (100%) found this review helpful","Recommended","5.5 hrs on record","Posted: May 25, 2015
												One of the best games I've ever played. It's like 5 game in one that are all interrelated. Extremely fresh and unique. Every stage feel massively different from another. Graphics are great. Sound and music is unique and catchy. Funny cut scenes added charm. Easily worth your time. Don't miss it."
