username,products,date,helpfulness,recommendation,hours_played,body
"3-10-17|GamerGamera","4 products in account","Posted: March 23","1 person found this review helpful","Recommended","1.9 hrs on record","Posted: March 23
												I can see the majority of the fan base of this game is only playing for the charaters boobs and how they are animated. I am new to this type of game. I mean like anime and third person pc fighter. I only place third person games on console and this kinda changed my view on it. The game play is actually interesting if your not obsessed by the fact that they are all purposefully sexualized except one girl. I know i should've started at the first game instead of this one but this just came out and i know that online wont be cluttered and i have a close friend who has interest in this game. So im not necessarily calling this came good because of my friends or reviewers comments, im calling it good because aside the over use of boobs on this game it is an actual good game. Plus if they can make this type of game and have a good plot drwing others in with many ways then i do believe if they attempted a different game style they could accomplish such a thing."
"Cyclopean Haunt","25 products in account","Posted: 19 March","124 of 136 people (91%) found this review helpful
30 people found this review funny","Recommended","29.5 hrs on record","Posted: 19 March
												- ""This is a sequel of Senran Kagura Shinovi Versus right? should I get SV before playing this?""
  Yes, if you want to know the story. If not then just get this one. 
  Then again, it's up to you.

- ""I have SV, should I get this one?""
  Well, why not? Estival Versus has more contents.
  New playable characters, Photo mode, AI partner, ability to freely customize a character's transformation outfit, etc.

- ""Are the characters from SV playable in this game?""
  Yes, all of 'em are playable.

- ""Is the DLCs worth it?""
  Depends on yourself really.
  I, for example, would love to get all of 'em, but only bought half of the DLCs because. . .I couldn't afford all of 'em lel.
   -""Oh you're so poor""
     Oh you shut up.

  If you're struggling to choose which DLC to choose, I'd recommend Character DLCs. What about the other DLCs? well, it's kinda obvious.
  Costume DLCs if you like to customize the character's outfit. 
  Mission DLCs if you're looking for more challenges.
  BGM DLC if you're a BGM lover or just simply like the BGM from SV.

- ""I'm new to the series, is this game for me?""
  Do you like Hack&Slash? Are you alright with the playable characters being all female? Do you like Anime-style game? Do you like jiggly b**bs physics?

_ ""I personally don't like fanservice""
  Don't worry, it's not like your screen will be filled with b**bs and booty 90% of the time.

- ""Can I play with Keyboard and Mouse?""
  With Keyboard, yes. The game has KEYBINDINGS CUSTOMIZATION so no worries.

  When you've started for the first time however, the keybindings doesn't seem to work (yes, a bug, And currently they're working to fix it).
  In order to get it to work -> pause the game -> go to the settings -> you'll see that your keybindings are 'saved' -> you just need to re-assign the keybind the same as the one you've saved before (just one is enough) -> save settings -> resume the game -> enjoy.

  Dunno about the mouse since I play the game with keyboard only. The 'bug' probably affects mouse control too.



And. . .that's it.
Hope it helps.


Extra :

- ""This ****** weeb game shouldn't exist""
  Well, too bad it exist. Get rekt son.
  Oh, let me guess. You're gonna thumb down positive reviews as much as possible eh? hehehehe.

- ""This is an insult to real life wome-""
  Ssssshhhhhh. . . . .
  No it's not.
  And lemme guess again, You're gonna thumb down positive reviews as well huh? hehehehe.

Get off this page you Whippersnappers."
"[IAF] Phdhoo","10 products in account","Posted: 22 March","35 of 45 people (78%) found this review helpful
63 people found this review funny","Recommended","0.9 hrs on record","Posted: 22 March
												I used to have a girlfriend. now i have over 20.
10/10"
"Korruh","125 products in account","Posted: March 20","10 of 18 people (56%) found this review helpful
3 people found this review funny","Recommended","14.9 hrs on record","Posted: March 20
												big oppai tbh"
"Kiana Kaslana","3 products in account","Posted: March 18","1 of 3 people (33%) found this review helpful","Recommended","10.8 hrs on record","Posted: March 18
												Worth OAO"
"No Biggies","79 products in account","Posted: March 23","2 of 2 people (100%) found this review helpful","Recommended","10.0 hrs on record","Posted: March 23
												I see boobs, I press like & add it to the cart

on the other topic
this game ( and it's prequel, the SV ) is a solid hack-n-slash games
.
.
.
.
.
with a lot of fanservice

although it's still a bit buggy because it's just recently released on steam, if you love hack-n-slash games, I'd say go for this one"
"Chuy5Pesos","193 products in account","Posted: March 18","2 of 5 people (40%) found this review helpful","Recommended","5.0 hrs on record","Posted: March 18
												Waifu Wars"
"Beatrix's Tits","30 products in account","Posted: March 18","7 of 10 people (70%) found this review helpful
1 person found this review funny","Recommended","8.3 hrs on record","Posted: March 18
												A hack and slash thats fun, smooth flowing, got a surprising amount of story and a lot of plot, and of course an amazing amount of life and hometown. What's not to like? 

Also, you can totally grind meat on Daidouji's abs"
"ShurikenSalvo","82 products in account","Posted: March 18","0 of 1 people (0%) found this review helpful
1 person found this review funny","Recommended","1.3 hrs on record","Posted: March 18
												Clean port.
Smooth framerate."
"Viscera","609 products in account","Posted: March 20","2 of 4 people (50%) found this review helpful","Recommended","25.5 hrs on record","Posted: March 20
												While mainly known for fanservice, the Senran Kagura series generally offers a fun mix of fun gameplay, likeable characters and surprisingly interesting stories. As well as fanservice. Estival Versus is not only a good example of that, as of now it's the pinnacle of the franchise.

The main draw (aside from the obvious) is the hack-and-slash gameplay. The Versus subseries particularly takes elements from Koei's Warriors games, featuring many battles against hordes of weaker enemies, that are mauled, slaughtered and, at times, downright juggled. However, not all of them are completely weak. There are several types of mooks that put up quite a fight and can be pretty dangerous. Especially since they never come alone. This serves well to keep things interesting and prevent these battles from becoming too easy.

However, the focus is still the ""boss fights"" against the main characters, which is the most fun part of the game. While the ordinary enemies have limited possibilities, the bosses, essentially AI players, can do everything you can do (and then some). And with the difficulty being a step-up from SV, they're far from pushovers. Blindly charging and hacking away is rarely a good idea, as they attack quickly and can defend themselves well. At times, a bit too well, as the AI tends to blatantly cheat, which can be pretty frustrating.

When it comes to character selection, EV leaves little to be desired (unless you prefer flat-chested girls, but even those have a little representation) with at least 27 playable characters (with DLC increasing the roster up to 34). While some are of course similar, none are mere clones and everyone has traits that make them play different from everyone else. However, you don't have an entirely free selection. Not only are 3 characters locked at the beginning, the story mode enforces are playable character in every unfinished mission (although all of them can be replayed with every character). This ensures that all of them are properly represented, but it can be pretty frustrating, when you have to play with a character you just can't get a hang of.

Mission-wise, unlike SV (which had different storylines based on different factions) the game mainly features a single linear story. Which can be good (a more unified plot without continuity issues, being able to play every mission with every character independent of faction) or bad (not able to switch to different missions), depending on how you look at it. Aside from that, there are a bunch of character-focused missions that have to be unlocked through the main game. With every (non-DLC) character having 5 such missions, there's quite a lot to play through. DLCs also add several other kinds of side missions.

A mainstay of the series is the Dressing Room, where you can change the outfits the girls wear into battle or fool around with them. The selection is much better than before with the much-needed ability to use every outfit for normal and transformed states, a better color selection for every item, slots for accessories and swimsuits as normal outfits. It also has a Diorama mode, where you can place up to five characters in several poses in a picture. Nothing amazing but a neat feature.

Unlike SV, which was originally Vita-exclusive, EV also came out for PS4 and it shows in the much improved visuals. While the maps aren't anything special (although are pretty nice to look at), even when they're noticeably bigger, the characters really benefit from the upgrade. Not only do they look very accurate to their 2D designs, the graphics do a great job in showing them off in 3D. In a game focused on pretty and busty girls, quite an important point.

The music is pretty nice and good to listen to. However, I feel it's a step-down from SV. And while there is an option to use the SV soundtrack instead, it requires paid DLC.

Unlike what one would expect, I think this game could be suited for people who don't care about fanservice. Not so much for those who outright dislike it, as it's too pervasive. Naturally, people who love fanservice, particular the kind that features big and bouncy breasts, get the best experience.

Senran Kagura Estival Versus is a very good and well-rounded (in more ways than one) hack-and-slash game. It's nothing revolutionary, but it really doesn't need to be, it just needs to offer lots of fun and it does that well. And if you like a good dose of T&A (mostly T) with your ninja action game, you can't do much wrong with it."
"jake-maga-rfv","1,119 products in account","Posted: March 18","13 of 24 people (54%) found this review helpful","Recommended","0.1 hrs on record","Posted: March 18
												If you enjoy Dynasty Warriors you might get a kick out of this as it has a deeper combo system although it is lacking in level variety and there is hardly any objective-based gameplay or  or particularly interesting maps. You are trading cheesy voice acting for good voice acting with fun and often lewd dialogue. If you enjoyed Shinovi Versus you will like this sequel alot  as there is way less stunlocking, more mechanics, better controls and better graphics here.

Unfortunatly, I cannot recommend the PC version at all if you don't have a controller as the game uses controller prompts and the default keybindings (which can thankfully be changed) are terrible. It's incredibly frustrating to learn the combos when the game doesn't show keyboard prompts and there is no mouse control outside of the main menu.

Overall you are getting a pretty fun hack'n'slash with tons of characters, collectibles, missions and a killer soundtrack that blasts over everything with some nice eycandy. It's a shame that it's let down a bit by a mediocre PC Port.

Oh... and there are boobies too I guess... And ninjas.... And butts...

For a more indepth look at the PC port I made a video you can find below:

	
	
		YouTube™ Video: Day One: Senran Kagura Estival Versus (PC Port Review) 
		
			Views: 532		
		
			Twitter: https://twitter.com/jakeczarnopys Twitch: https://www.twitch.tv/jakerfv Get your Mighty Mug Here: https://themightymug.com/?rfsn=339483.0bea93 Mighty Mug Review:..."
"Poljanan","27 products in account","Posted: March 20","3 of 5 people (60%) found this review helpful
1 person found this review funny","Recommended","7.9 hrs on record","Posted: March 20
												What can I say, but it's Shinovi Versus but with more content. Also, let's not pretend like we have other reasons for buying this game other than for the two best things there is: Life and Hometown."
"Hresvelz","30 products in account","Posted: March 18","1 of 3 people (33%) found this review helpful","Recommended","21.6 hrs on record","Posted: March 18
												Nice game , good port , smooth 60FPS"
"Mr.Zwei","790 products in account","Posted: March 18","5 of 6 people (83%) found this review helpful
2 people found this review funny","Recommended","1.8 hrs on record","Posted: March 18
												I'm a simple man. I see boobs, I throw my money."
"Buuoo","108 products in account","Posted: March 20","17 of 29 people (59%) found this review helpful
7 people found this review funny","Recommended","44.5 hrs on record","Posted: March 20
												Katasuragi : The sacred Queendom of boobs! The goddess has opened a door!

I agree with you 10/10"
"Angemon","364 products in account","Posted: March 18","3 of 5 people (60%) found this review helpful","Recommended","2.1 hrs on record","Posted: March 18
												what can i say for this game run smooth with ram 4 gb
More characters can do tag team combo 10/10"
"Liquid Croc","91 products in account","Posted: March 18","2 of 5 people (40%) found this review helpful","Recommended","3.8 hrs on record","Posted: March 18
												The combat is certainly different, your shinobi girls are a lot slower than what they were in SV.

The KB+M controls need a little love though... i still love the game however."
"Akur","504 products in account","Posted: March 23","2 of 3 people (67%) found this review helpful","Recommended","7.7 hrs on record","Posted: March 23
												This game works suprising well, looks nice and most important feels nice.
Love the voice acting and the leeeeeeewd fan-service <3

Only the Multiplayer is sometimes a little bit problematic tho, something like lags, desyncs or simply a disconnect/crash could occur sometimes out of nowhere.

But all in one = Worth~

even love the posing and dressing and create some very naughty sexy scenes."
"iluvOP","515 products in account","Posted: March 19","1 of 3 people (33%) found this review helpful","Recommended","7.2 hrs on record","Posted: March 19
												Very good!
One issue I had though. I had to lock the framerate to 30 for the tutorial missions. After that you can change it back to 60. Its sheer torture, but its over quickly. If you don't your controls freeze and you can't do diddly s**t!

Aside from that, controller is very much recommended. The game looks good, didn't have any hitches or slowdowns. No crashes so far though some people are reporting those. Seems to be mostly happening on windows 10 as of this moment.

The game has great fanservice and a surprisingly fun combat system and a variety of characters with different fighting styles. Bueno."
"Buuoo","108 products in account","Posted: March 20","17 of 29 people (59%) found this review helpful
7 people found this review funny","Recommended","44.5 hrs on record","Posted: March 20
												Katasuragi : The sacred Queendom of boobs! The goddess has opened a door!

I agree with you 10/10"
"Smashpoke","128 products in account","Posted: March 18","1 of 3 people (33%) found this review helpful","Recommended","26.3 hrs on record","Posted: March 18
												Q U A L I T Y M A T E R I A L 10/10"
"Ichirou Kawashima","652 products in account","Posted: March 18","32 of 52 people (62%) found this review helpful
21 people found this review funny","Recommended","5.3 hrs on record","Posted: March 18
												Oppai"
"丁彦彰","31 products in account","Posted: March 19","3 of 6 people (50%) found this review helpful
1 person found this review funny","Recommended","4.4 hrs on record","Posted: March 19
												Amazing Game  ( ͡° ͜ʖ ͡°)
High quality oppai ( ͡° ͜ʖ ͡°)"
"Remi","276 products in account","Posted: March 23","1 person found this review helpful","Recommended","73.7 hrs on record","Posted: March 23
												Yes."
"Hresvelz","30 products in account","Posted: March 18","1 of 3 people (33%) found this review helpful","Recommended","21.6 hrs on record","Posted: March 18
												Nice game , good port , smooth 60FPS"
"WesternReporter","35 products in account","Posted: March 18","1 of 3 people (33%) found this review helpful","Recommended","0.2 hrs on record","Posted: March 18
												There are some bugs in the Chinese version, for example losing letters in menu options and other game texts (sometimes the letters are not correctly displayed)
The programme is not stable running under Windows 10 environment also
Apart from these problems, this is a nice game 
Please, fix these bugs as soon as possible"
"SlyCoopersButt","45 products in account","Posted: March 18","4 of 9 people (44%) found this review helpful
7 people found this review funny","Recommended","29.5 hrs on record","Posted: March 18
												Like Skyrim with tiddy's."
"Sexual Magic","533 products in account","Posted: March 18","1 of 2 people (50%) found this review helpful","Recommended","3.7 hrs on record","Posted: March 18
												Yet again, another good port of a Senran Kagura title. This one supports 2560x1440 resolution at 60fps like all the others and Estival versus seems like the best quality port of all the games they released on steam. It is a fun fanservice beat em up with nice music and some anime cutscenes. 
 As for the story and gameplay, there are plenty of reviews out there that will go into that. The game has been out on the ps4 for quite some time now."
"Cenosys","48 products in account","Posted: March 18","5 of 8 people (63%) found this review helpful","Recommended","1.7 hrs on record","Posted: March 18
												Hack & Slash babes with torn off clothes (anime and jap VA, can't thank enough they didn't change it to ♥♥♥♥♥♥ dub)

for those who played shinovi versus, nuff said you cant go wrong with this 1.

the grafics upgrade and movement are over my expectation, 25$ for the game worth it (just waiting for the heroes to make the mods)

the only cons is that the DLC is pricey!"
"Megumin's Bite Za Dusto","48 products in account","Posted: March 18","13 of 25 people (52%) found this review helpful
6 people found this review funny","Recommended","28.5 hrs on record","Posted: March 18
												11 Homura tanlines out of 10."
"Reisen","23 products in account","Posted: March 22","16 of 20 people (80%) found this review helpful
2 people found this review funny","Recommended","5.2 hrs on record","Posted: March 22
												I love this game not for the fanservice and the extreme amount of lewd, but because of the fun and diverse fast-paced fighting that this game serves. on top of that, all characters give a new feel to every fight, and really changes gameplay depending on who is on the field. I'm a bit disappointed that all that everyone else sees is just fanservice and boobs, but other than that i really love this franchise."
"Sails","38 products in account","Posted: March 19","0 of 1 people (0%) found this review helpful","Recommended","16.7 hrs on record","Posted: March 19
												It's pretty fun and simple.
You get into action and immediately know what you have to do and what buttons you have to use to be efficient.
Be warned, though. If you buy this game for the multiplayer experience, don't.
Bugs, crashes, loading screens of death. Overall unpleasent experience."
"Space_Owl™","592 products in account","Posted: March 18","3 of 6 people (50%) found this review helpful","Recommended","13.2 hrs on record","Posted: March 18
												Quick review coming through. I'll compare it with its previous installment, so if you are new to the series, i would recommend other reviews that go into depth about what the game is about.

Pros:

-More  oppai  Senran Kagura. The game has a huge roster of characters to play as, bigger than ever. And this time, you can replay any stage as any character no matter the school. And character customization got even more ridiculous, being able to wear whatever you want, whenever you want (Pre/Transformation).

-Combat is more fluid than in SV, although, not as fast. But it sure feels more rewarding, and in higher difficulties, smashing buttons won't do you any good. That said, there's 3 difficulties so if you felt in SV like combat isn't your cup of tea but enjoyed the characters/bizarre situations, now is easier than ever to do so. Also, Hard is more challenging than in SV, something I appreciate.

-The port is superb. It runs flawlessly even on toasters, not a single FPS drop. Graphic settings are almost barebones but, overall, I can't complain seeing how well it runs. Also so far, not a single bug/CTD.

-More online game modes (Including ""co-op""). And the game can support up to 10 players in MP. It also comes with a great game browser. Sadly, atm, there's not many matches going on but I hope that soon enough, once people are done with the story or in future sales, the number increases. 

-More content than ever. You're gonna be entertained for quite some time. The main story is quite interesting, although I miss the rivalry from SV to spice things up between schools.

-Better production values. The addition of dynamic camera angles and the fluid animations during conversations make them feel more natural. There's also anime cutscenes, and only a few situations are explained using those infamous static backgrounds.

And now, to my main and only con:

-The DLC policy. With SV we got all the DLCs included in the package after being released 2 years later. In this case, we had to also wait for its release on PC (It was released 2 years ago in JP, but one after EU/NA release) but this time, we have to pay full price for all of them.

I can understand having to pay for the character DLCs that are released alongside the PC version. But having to pay (full price) for content that is more than a year old in other platforms in a re-release, is a no-no to me. Also the publisher wasn't clear at all the previous week before release about the content that would be included in the package. Thankfully, most DLCs are cosmetic and there's only a couple worth your time.

All that said, Estival Versus is a vastly improvement over SV in almost every possible way. If you enjoyed SV, this is a no brainer."
"(YouTube)Dragnix","804 products in account","Posted: 18 March","95 of 125 people (76%) found this review helpful
2 people found this review funny","Recommended","3.8 hrs on record","Posted: 18 March
									Product received for free

												 Target Audience:   Action Gamers Who Want Some Visual Flair. Ok, who like boobs, let's just put it bluntly.

 Summary:   
 Please note: The majority of play time here was spent with testing PC performance, as reviewer has already reviewed the gameplay/majority of game on the PS4
A good but not great port of a solid action game that won't change the genre, but will be a nice little experience. You should know what you get out of the Senran Kagura franchise: busty ninjas, action gameplay, and a little bit of cheese. Estival Versus for the most part delivers that: although there are some hiccups in this formula. The girls and their new mission sometimes don't match up in their characters: as the new format is a little more loose then other iterations. With that said, the humor is still here, and can lead to some hilarious moments, and there's more to then their obvious “assets” to their characters, especially with the family connections that develop in this game..

You're here for the visuals and the gameplay, and the PC port delivers a locked 60 FPS with no drops. The visuals and the presentation work rather well, with emphasis on animation and character movement working great for the lovely ladies here. And while the game play is repetitive, it's the difference in characters and how they play that help the variety keep the game going without it being too boring. While the story mode has you play everyone, you'll find a couple of characters you really love, and will go back and play levels trying to find platforms and get all the game has to offer. And of course finding the little animations of when you hit a girl into the environment, and they end up interacting with the world (which is always hilarious). 

It's a solid but not spectacular game. Good for some laughs, but if you're looking for the pinnacle of gameplay in the genre: it's not here. It's like the girls themselves, solid, having a nice look to them, but you question if you really want them to do an assassination job. 


Video Segments:  
PC Port:

	
	
		YouTube™ Video: Senran Kagura: Estival Versus: PC Port Report 
		
			Views: 1,368		
		
			Ninjas! Festivals! Oh, and of course, boobs. This key was obtained for the purposes of Review/Video Creation. Senran Kagura Estival Versus finally comes to the PC, and I'm here to break down if it's...		
	


Full Review:

	
	
		YouTube™ Video: Senran Kagura: Estival Versus (Review): Waifu Ninjas 
		
			Views: 6,848		
		
			XSEED usually doesn't hold back on it's fan service, and Senran Kagura: Estival Versus is no exception. But, there's a big question: does it also bring the Gameplay?		
	


 Lists: 
Positives:
 Each character is reasonably unique in implementation, leading to some reasonably different play styles. You'll pick up certain favorites, but I don't feel like a lot of them are copies of each other.
 The visuals are lovely, and yes, of course that's a reference to the girls as well. Animation is crisp, and the physics engine works well. God I feel dirty writing that.
 Humor works on the gag comedy level. It's not the most intelligent of writing, but given the material, it doesn't have to be. 
 Animations work well for the core material in question. Obviously having a girls clothes fly off is part what I'm talking about, but the battle animations and how they attack enemies over and over again also works rather nicely. 
 Colorful environment art and really nice to look at coloring work on the girls. High quality, and even at lower resolutions, it still looks lovely.
 Up to 4 K resolution, and decent options in terms of PC options. At least for a console port game.
 It may seem awkward at first, but controls work well for the battle type chosen here, especially for the controller. 
 For once, I actually like dressing up my characters in funny outfits and really taking advantage of that in game. It doesn't feel like a chore. Yes, I'm playing fashion model. I don't care. It's fun. 
 And there's actually some rather touching moments given the games events. Some of them may come down to things that people would consider “cheesy”, but given these characters, I really believe that some of them work. And you do buy some of the difficulty that some of these characters will end up going through.
 Difficulties are well implemented, although the default difficulty being easy is a little meh. 
 Higher difficulties actually does make you have to take a step back against the AI and actually use that pesky dodge and block button. Which is nice to see. 
 Performance is locked at 60 FPS, but it also never drops. Ever. Regardless of if 100 enemies are on the screen, and you're doing a super attack. While I would have loved for it to be unlocked (and given the community I wouldn't be surprised if they find a way to do that), it's acceptable for the default PC port performance.
Negatives:
 Series veterans will note that some of the characters don't come off as normally as they would in the entire series. Some of them will make you pause even if you don't, cause given the character they've built, it just doesn't seem like them.
 The default PC controls are confusing to say the least. With K being a confirmation button, and the default camera controls being on the numpad, it makes absolutely no sense. You've got bindable keys, but frankly, I'm still wondering who made the default controls, they make no sense..
 There is an element of repetition over the course of the gameplay, and that's not going away. They've got some elements in terms of variety in destroy platforms and facing different enemy heroes, but frankly, you'll be defeating things the same way over and over again, and you may start to get bored over time if you're not used to this type of game.
 If you're expecting Musou gameplay, while the action here, the strategy is not in terms of location based gameplay. 
 There's RPG elements here to build characters....but I honestly feel like it could have been thrown out and I'd be none the wiser. 
 Wanted a tiny more variety in the default foot soldiers in terms of their combat style. Sure, you get some, but later in the game I found myself really ignoring them and going for the other heroes. 
 Do wish there was one more system to the gameplay to really take the variety to the next level. I felt like if they added this, it would put the game on a whole different platform.
 There's a lot of little things that bother me and annoy me in this game. Things like the difficulty in the story mode always defaulting to easy, even if the last levels I beat were on normal."
"TheBrunoSaurio","152 products in account","Posted: 18 March","46 of 57 people (81%) found this review helpful
46 people found this review funny","Recommended","15.3 hrs on record","Posted: 18 March
												If boobs physics weren't enough in Shinovi Versus, well now you have boobs physics in 4K

This game has boobs



and fights...


and more boobs

boobs."
"Vignette","1,353 products in account","Posted: 20 March","49 of 64 people (77%) found this review helpful
23 people found this review funny","Recommended","1.7 hrs on record","Posted: 20 March
												welcome to adult heaven!"
"William Shakesman","1,227 products in account","Posted: March 18","11 of 21 people (52%) found this review helpful
2 people found this review funny","Recommended","0.3 hrs on record","Posted: March 18
												I'm an idiot for still buying these games. They're not good. They're total mindless button mashers. Every character uses the same combo for everything. XXXYBXXXY. They're awful by any gameplay standard you attempt to measure them by: Brawler, character action, musou.

Oh right, now I remember why, it's right there on the box. The animu tiddies. The waifu cast in this game is somehow even better than Shinovi Versus, if you can believe it. (Well, nobody is better than Yumi...). The crisp, anime art looks absolutely beautiful in action. Everything is so smooth... and soft... and bouncy... There's not a second of this game that isn't gorgeous to look at.

True to series form, there is a lot of plot this time around, and it is about as dumb as you expect. It bounces back and forth from ""Waaah my dead sister is back and I still can't swallow my pride to make up with her."" to... well... Give me some space here.

""I know, let's have a boob grabbing competition!""
""N-nani! Th-that's not right!""
""Oh, are you scared you'll lose?""
""... ngh, I'm no coward! Fine, I accept! Your boobs will fall prey to my fearsome grip!""
(Spoilers you don't actually get to grab boobs it's a normal fight.)

Look, you know why you want Senran Kagura. Everyone knows. I'm honest about it too. It's stupid. There's nothing to the gameplay and almost nothing to the plot. But it's absolutely gorgeous.

And Yumi is the best girl and I love kicking all your other trash waifus asses with her."
